POST_CODE,MUNICIPALITY,CITY_SHIRE,SUBURB_GROUP,POST_CODE,Education_Sector,School_Name,School_Type,Longitude,Latitude,SUBURB_NAMES
1893,Southeastern municipalities and their suburbs,City of Casey,Outer,3975,Government,Lyndhurst Primary School,Primary,145.25408,-38.07496,"Lynbrook, Lyndhurst"
1894,Southeastern municipalities and their suburbs,City of Casey,Outer,3975,Catholic,St Francis de Sales Catholic Primary School,Primary,145.25248,-38.05901,"Lynbrook, Lyndhurst"
1895,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3975,Government,Lynbrook Primary School,Primary,145.24899,-38.05239,"Lynbrook, Lyndhurst"
1896,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3975,Government,Lyndhurst Primary School,Primary,145.25408,-38.07496,"Lynbrook, Lyndhurst"
1897,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3975,Catholic,St Francis de Sales Catholic Primary School,Primary,145.25248,-38.05901,"Lynbrook, Lyndhurst"
1898,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Fleetwood Primary School,Primary,145.3181,-38.0393,"Narre Warren, Narre Warren South"
1899,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Fountain Gate Primary School,Primary,145.2952,-38.00942,"Narre Warren, Narre Warren South"
1900,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Dandenong Valley Special Developmental School,Special,145.296,-38.0076,"Narre Warren, Narre Warren South"
1901,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Maramba Primary School,Primary,145.30412,-38.00344,"Narre Warren, Narre Warren South"
1902,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Oatlands Primary School,Primary,145.31619,-38.00644,"Narre Warren, Narre Warren South"
1903,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Strathaird Primary School,Primary,145.28692,-38.06312,"Narre Warren, Narre Warren South"
1904,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Hillsmeade Primary School,Primary,145.30746,-38.06472,"Narre Warren, Narre Warren South"
1905,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Narre Warren South P-12 College,Pri/Sec,145.28508,-38.04973,"Narre Warren, Narre Warren South"
1906,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Fountain Gate Secondary College,Secondary,145.29538,-38.00528,"Narre Warren, Narre Warren South"
1907,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Independent,Heritage College,Pri/Sec,145.31652,-38.05022,"Narre Warren, Narre Warren South"
1908,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Catholic,Don Bosco School,Primary,145.31501,-38.02597,"Narre Warren, Narre Warren South"
1909,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Catholic,Trinity Catholic Primary School,Primary,145.29799,-38.05539,"Narre Warren, Narre Warren South"
1910,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Independent,Berry Street Victoria Inc,Special,145.30575,-38.03025,"Narre Warren, Narre Warren South"
1911,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Fleetwood Primary School,Primary,145.3181,-38.0393,"Narre Warren, Narre Warren South"
1912,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Fountain Gate Primary School,Primary,145.2952,-38.00942,"Narre Warren, Narre Warren South"
1913,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Dandenong Valley Special Developmental School,Special,145.296,-38.0076,"Narre Warren, Narre Warren South"
1914,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Maramba Primary School,Primary,145.30412,-38.00344,"Narre Warren, Narre Warren South"
1915,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Oatlands Primary School,Primary,145.31619,-38.00644,"Narre Warren, Narre Warren South"
1916,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Strathaird Primary School,Primary,145.28692,-38.06312,"Narre Warren, Narre Warren South"
1917,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Hillsmeade Primary School,Primary,145.30746,-38.06472,"Narre Warren, Narre Warren South"
1918,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Narre Warren South P-12 College,Pri/Sec,145.28508,-38.04973,"Narre Warren, Narre Warren South"
1919,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Government,Fountain Gate Secondary College,Secondary,145.29538,-38.00528,"Narre Warren, Narre Warren South"
1920,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Independent,Heritage College,Pri/Sec,145.31652,-38.05022,"Narre Warren, Narre Warren South"
1921,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Catholic,Don Bosco School,Primary,145.31501,-38.02597,"Narre Warren, Narre Warren South"
1922,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Catholic,Trinity Catholic Primary School,Primary,145.29799,-38.05539,"Narre Warren, Narre Warren South"
1923,Southeastern municipalities and their suburbs,City of Casey,Outer,3805,Independent,Berry Street Victoria Inc,Special,145.30575,-38.03025,"Narre Warren, Narre Warren South"
1924,Southeastern municipalities and their suburbs,City of Casey,Outer,3804,Government,Narre Warren North Primary School,Primary,145.31692,-37.97859,Narre Warren North
1925,Southeastern municipalities and their suburbs,City of Casey,Outer,3804,Catholic,Mary MacKillop School,Primary,145.31128,-37.99584,Narre Warren North
1926,Southeastern municipalities and their suburbs,City of Casey,Outer,3804,Independent,Harkaway Hills College,Pri/Sec,145.31587,-37.97749,Narre Warren North
1927,Southeastern municipalities and their suburbs,City of Casey,Outer,3804,Independent,Lysterfield Lake College,Primary,145.31604,-37.97748,Narre Warren North
1928,Southeastern municipalities and their suburbs,City of Casey,Outer,3804,Independent,Sidrah Gardens School,Primary,145.31589,-37.97324,Narre Warren North
1929,Southeastern municipalities and their suburbs,City of Casey,Outer,3912,Government,Somerville Primary School,Primary,145.17914,-38.22402,"Pearcedale, Somerville, Pearcedale"
1930,Southeastern municipalities and their suburbs,City of Casey,Outer,3912,Government,Pearcedale Primary School,Primary,145.23198,-38.20301,"Pearcedale, Somerville, Pearcedale"
1931,Southeastern municipalities and their suburbs,City of Casey,Outer,3912,Government,Somerville Rise Primary School,Primary,145.16775,-38.23003,"Pearcedale, Somerville, Pearcedale"
1932,Southeastern municipalities and their suburbs,City of Casey,Outer,3912,Government,Somerville Secondary College,Secondary,145.1686,-38.22726,"Pearcedale, Somerville, Pearcedale"
1933,Southeastern municipalities and their suburbs,City of Casey,Outer,3912,Catholic,St Brendan's School,Primary,145.1684,-38.23365,"Pearcedale, Somerville, Pearcedale"
1934,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3912,Government,Somerville Primary School,Primary,145.17914,-38.22402,"Pearcedale, Somerville, Pearcedale"
1935,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3912,Government,Pearcedale Primary School,Primary,145.23198,-38.20301,"Pearcedale, Somerville, Pearcedale"
1936,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3912,Government,Somerville Rise Primary School,Primary,145.16775,-38.23003,"Pearcedale, Somerville, Pearcedale"
1937,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3912,Government,Somerville Secondary College,Secondary,145.1686,-38.22726,"Pearcedale, Somerville, Pearcedale"
1938,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3912,Catholic,St Brendan's School,Primary,145.1684,-38.23365,"Pearcedale, Somerville, Pearcedale"
1939,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3912,Government,Somerville Primary School,Primary,145.17914,-38.22402,"Pearcedale, Somerville, Pearcedale"
1940,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3912,Government,Pearcedale Primary School,Primary,145.23198,-38.20301,"Pearcedale, Somerville, Pearcedale"
1941,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3912,Government,Somerville Rise Primary School,Primary,145.16775,-38.23003,"Pearcedale, Somerville, Pearcedale"
1942,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3912,Government,Somerville Secondary College,Secondary,145.1686,-38.22726,"Pearcedale, Somerville, Pearcedale"
1943,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3912,Catholic,St Brendan's School,Primary,145.1684,-38.23365,"Pearcedale, Somerville, Pearcedale"
1944,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Dandenong Primary School,Primary,145.21982,-37.98792,"Dandenong, Dandenong North"
1945,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Dandenong West Primary School,Primary,145.20042,-37.98074,"Dandenong, Dandenong North"
1946,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Dandenong North Primary School,Primary,145.21447,-37.97664,"Dandenong, Dandenong North"
1947,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Dandenong South Primary School,Primary,145.21143,-37.99895,"Dandenong, Dandenong North"
1948,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Emerson School,Special,145.2081,-37.96986,"Dandenong, Dandenong North"
1949,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Wooranna Park Primary School,Primary,145.21636,-37.96024,"Dandenong, Dandenong North"
1950,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Rosewood Downs Primary School,Primary,145.21346,-37.94411,"Dandenong, Dandenong North"
1951,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Lyndale Greens Primary School,Primary,145.20465,-37.96505,"Dandenong, Dandenong North"
1952,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Lyndale Secondary College,Secondary,145.20671,-37.95876,"Dandenong, Dandenong North"
1953,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Dandenong High School,Secondary,145.20901,-37.97942,"Dandenong, Dandenong North"
1954,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Catholic,St Mary's School,Primary,145.22084,-37.99067,"Dandenong, Dandenong North"
1955,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Catholic,St Gerard's School,Primary,145.20582,-37.97133,"Dandenong, Dandenong North"
1956,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Catholic,St John's Regional College,Secondary,145.22626,-37.99023,"Dandenong, Dandenong North"
1957,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Catholic,St Elizabeth's School,Primary,145.19888,-37.94632,"Dandenong, Dandenong North"
1958,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Independent,Cornish College,Pri/Sec,145.14876,-38.0492,"Dandenong, Dandenong North"
1959,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Dandenong Primary School,Primary,145.21982,-37.98792,"Dandenong, Dandenong North"
1960,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Dandenong West Primary School,Primary,145.20042,-37.98074,"Dandenong, Dandenong North"
1961,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Dandenong North Primary School,Primary,145.21447,-37.97664,"Dandenong, Dandenong North"
1962,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Dandenong South Primary School,Primary,145.21143,-37.99895,"Dandenong, Dandenong North"
1963,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Emerson School,Special,145.2081,-37.96986,"Dandenong, Dandenong North"
1964,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Wooranna Park Primary School,Primary,145.21636,-37.96024,"Dandenong, Dandenong North"
1965,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Rosewood Downs Primary School,Primary,145.21346,-37.94411,"Dandenong, Dandenong North"
1966,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Lyndale Greens Primary School,Primary,145.20465,-37.96505,"Dandenong, Dandenong North"
1967,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Lyndale Secondary College,Secondary,145.20671,-37.95876,"Dandenong, Dandenong North"
1968,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Government,Dandenong High School,Secondary,145.20901,-37.97942,"Dandenong, Dandenong North"
1969,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Catholic,St Mary's School,Primary,145.22084,-37.99067,"Dandenong, Dandenong North"
1970,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Catholic,St Gerard's School,Primary,145.20582,-37.97133,"Dandenong, Dandenong North"
1971,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Catholic,St John's Regional College,Secondary,145.22626,-37.99023,"Dandenong, Dandenong North"
1972,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Catholic,St Elizabeth's School,Primary,145.19888,-37.94632,"Dandenong, Dandenong North"
1973,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3175,Independent,Cornish College,Pri/Sec,145.14876,-38.0492,"Dandenong, Dandenong North"
1974,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3173,Government,Chandler Park Primary School,Primary,145.18048,-37.9924,Keysborough
1975,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3173,Government,Keysborough Gardens Primary School,Primary,145.16132,-38.00951,Keysborough
1976,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3173,Independent,Haileybury College,Pri/Sec,145.14643,-37.99598,Keysborough
1977,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3173,Catholic,Resurrection School,Primary,145.16293,-37.98994,Keysborough
1978,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3173,Independent,Lighthouse Christian College,Pri/Sec,145.1435,-38.0012,Keysborough
1979,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3173,Independent,Mt Hira College,Pri/Sec,145.17547,-38.01399,Keysborough
1980,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3173,Independent,Haileybury Girls College,Pri/Sec,145.14477,-37.99555,Keysborough
1981,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Government,Noble Park Primary School,Primary,145.17391,-37.97063,"Noble Park, Noble Park North"
1982,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Government,Harrisfield Primary School,Primary,145.1799,-37.95444,"Noble Park, Noble Park North"
1983,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Government,Yarraman Oaks Primary School,Primary,145.19153,-37.97029,"Noble Park, Noble Park North"
1984,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Government,Wallarano Primary School,Primary,145.17082,-37.97962,"Noble Park, Noble Park North"
1985,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Government,Silverton Primary School,Primary,145.19288,-37.94923,"Noble Park, Noble Park North"
1986,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Government,Carwatha College P-12,Pri/Sec,145.18873,-37.94284,"Noble Park, Noble Park North"
1987,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Government,Noble Park English Language School,Language,145.17817,-37.97117,"Noble Park, Noble Park North"
1988,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Government,Noble Park Secondary College,Secondary,145.18237,-37.97021,"Noble Park, Noble Park North"
1989,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Catholic,St Anthony's School,Primary,145.17243,-37.97171,"Noble Park, Noble Park North"
1990,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Catholic,Nazareth College,Secondary,145.19546,-37.94023,"Noble Park, Noble Park North"
1991,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Government,Noble Park Primary School,Primary,145.17391,-37.97063,"Noble Park, Noble Park North"
1992,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Government,Harrisfield Primary School,Primary,145.1799,-37.95444,"Noble Park, Noble Park North"
1993,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Government,Yarraman Oaks Primary School,Primary,145.19153,-37.97029,"Noble Park, Noble Park North"
1994,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Government,Wallarano Primary School,Primary,145.17082,-37.97962,"Noble Park, Noble Park North"
1995,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Government,Silverton Primary School,Primary,145.19288,-37.94923,"Noble Park, Noble Park North"
1996,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Government,Carwatha College P-12,Pri/Sec,145.18873,-37.94284,"Noble Park, Noble Park North"
1997,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Government,Noble Park English Language School,Language,145.17817,-37.97117,"Noble Park, Noble Park North"
1998,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Government,Noble Park Secondary College,Secondary,145.18237,-37.97021,"Noble Park, Noble Park North"
1999,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Catholic,St Anthony's School,Primary,145.17243,-37.97171,"Noble Park, Noble Park North"
2000,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3174,Catholic,Nazareth College,Secondary,145.19546,-37.94023,"Noble Park, Noble Park North"
2001,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3171,Government,Heatherhill Primary School,Primary,145.15815,-37.96265,Springvale
2002,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3171,Government,Springvale Park Special Developmental School,Special,145.15431,-37.94936,Springvale
2003,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3171,Government,Springvale Rise Primary School,Primary,145.15904,-37.93926,Springvale
2004,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3171,Government,Spring Parks Primary School,Primary,145.13951,-37.95884,Springvale
2005,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3171,Catholic,St Joseph's School,Primary,145.15034,-37.95323,Springvale
2006,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3171,Catholic,Killester College,Secondary,145.15202,-37.95907,Springvale
2007,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3171,Independent,Minaret College,Pri/Sec,145.14863,-37.93904,Springvale
2008,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3172,Government,Dingley Primary School,Primary,145.1325,-37.9826,"Springvale South, Dingley Village"
2009,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3172,Government,Kingswood Primary School,Primary,145.1238,-37.983,"Springvale South, Dingley Village"
2010,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3172,Government,Keysborough Primary School,Primary,145.15242,-37.98263,"Springvale South, Dingley Village"
2011,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3172,Government,Athol Road Primary School,Primary,145.14997,-37.97105,"Springvale South, Dingley Village"
2012,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3172,Government,Keysborough Secondary College,Secondary,145.15984,-37.96702,"Springvale South, Dingley Village"
2013,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3172,Catholic,St Mark's School,Primary,145.12957,-37.98666,"Springvale South, Dingley Village"
2014,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,3172,Independent,Hoa Nghiem Primary School,Primary,145.14879,-37.96694,"Springvale South, Dingley Village"
2015,Southeastern municipalities and their suburbs,City of Kingston,Mid,3172,Government,Dingley Primary School,Primary,145.1325,-37.9826,"Springvale South, Dingley Village"
2016,Southeastern municipalities and their suburbs,City of Kingston,Mid,3172,Government,Kingswood Primary School,Primary,145.1238,-37.983,"Springvale South, Dingley Village"
2017,Southeastern municipalities and their suburbs,City of Kingston,Mid,3172,Government,Keysborough Primary School,Primary,145.15242,-37.98263,"Springvale South, Dingley Village"
2018,Southeastern municipalities and their suburbs,City of Kingston,Mid,3172,Government,Athol Road Primary School,Primary,145.14997,-37.97105,"Springvale South, Dingley Village"
2019,Southeastern municipalities and their suburbs,City of Kingston,Mid,3172,Government,Keysborough Secondary College,Secondary,145.15984,-37.96702,"Springvale South, Dingley Village"
2020,Southeastern municipalities and their suburbs,City of Kingston,Mid,3172,Catholic,St Mark's School,Primary,145.12957,-37.98666,"Springvale South, Dingley Village"
2021,Southeastern municipalities and their suburbs,City of Kingston,Mid,3172,Independent,Hoa Nghiem Primary School,Primary,145.14879,-37.96694,"Springvale South, Dingley Village"
2022,Southeastern municipalities and their suburbs,City of Frankston,Outer,3201,Government,Banyan Fields Primary School,Primary,145.18791,-38.0946,Carrum Downs
2023,Southeastern municipalities and their suburbs,City of Frankston,Outer,3201,Government,Rowellyn Park Primary School,Primary,145.19245,-38.10442,Carrum Downs
2024,Southeastern municipalities and their suburbs,City of Frankston,Outer,3201,Government,Carrum Downs Secondary College,Secondary,145.19766,-38.09529,Carrum Downs
2025,Southeastern municipalities and their suburbs,City of Frankston,Outer,3201,Catholic,St Joachim's School,Primary,145.17847,-38.10335,Carrum Downs
2026,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Frankston Primary School,Primary,145.12403,-38.14756,"Frankston, Frankston South"
2027,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Frankston East Primary School,Primary,145.14553,-38.14663,"Frankston, Frankston South"
2028,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Overport Primary School,Primary,145.12697,-38.16049,"Frankston, Frankston South"
2029,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Frankston Heights Primary School,Primary,145.14717,-38.16181,"Frankston, Frankston South"
2030,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Karingal Primary School,Primary,145.15228,-38.13792,"Frankston, Frankston South"
2031,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Derinya Primary School,Primary,145.12094,-38.17444,"Frankston, Frankston South"
2032,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Ballam Park Primary School,Primary,145.15828,-38.14746,"Frankston, Frankston South"
2033,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Karingal Heights Primary School,Primary,145.16681,-38.14148,"Frankston, Frankston South"
2034,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Naranga Special School,Special,145.163,-38.14716,"Frankston, Frankston South"
2035,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Kingsley Park Primary School,Primary,145.1557,-38.16808,"Frankston, Frankston South"
2036,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Frankston Special Developmental School,Special,145.1702,-38.1433,"Frankston, Frankston South"
2037,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Mount Erin Secondary College,Secondary,145.14663,-38.17412,"Frankston, Frankston South"
2038,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Frankston High School,Secondary,145.12895,-38.16219,"Frankston, Frankston South"
2039,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,McClelland Secondary College,Secondary,145.15845,-38.14632,"Frankston, Frankston South"
2040,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Catholic,St Francis Xavier School,Primary,145.1262,-38.1488,"Frankston, Frankston South"
2041,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Catholic,St John's School,Primary,145.1481,-38.14582,"Frankston, Frankston South"
2042,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Catholic,John Paul College,Secondary,145.13887,-38.13557,"Frankston, Frankston South"
2043,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Catholic,St Augustine's School,Primary,145.14587,-38.17205,"Frankston, Frankston South"
2044,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Independent,Brotherhood of St Laurence|David Scott School,Special,145.11925,-38.14825,"Frankston, Frankston South"
2045,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Frankston Primary School,Primary,145.12403,-38.14756,"Frankston, Frankston South"
2046,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Frankston East Primary School,Primary,145.14553,-38.14663,"Frankston, Frankston South"
2047,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Overport Primary School,Primary,145.12697,-38.16049,"Frankston, Frankston South"
2048,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Frankston Heights Primary School,Primary,145.14717,-38.16181,"Frankston, Frankston South"
2049,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Karingal Primary School,Primary,145.15228,-38.13792,"Frankston, Frankston South"
2050,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Derinya Primary School,Primary,145.12094,-38.17444,"Frankston, Frankston South"
2051,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Ballam Park Primary School,Primary,145.15828,-38.14746,"Frankston, Frankston South"
2052,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Karingal Heights Primary School,Primary,145.16681,-38.14148,"Frankston, Frankston South"
2053,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Naranga Special School,Special,145.163,-38.14716,"Frankston, Frankston South"
2054,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Kingsley Park Primary School,Primary,145.1557,-38.16808,"Frankston, Frankston South"
2055,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Frankston Special Developmental School,Special,145.1702,-38.1433,"Frankston, Frankston South"
2056,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Mount Erin Secondary College,Secondary,145.14663,-38.17412,"Frankston, Frankston South"
2057,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,Frankston High School,Secondary,145.12895,-38.16219,"Frankston, Frankston South"
2058,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Government,McClelland Secondary College,Secondary,145.15845,-38.14632,"Frankston, Frankston South"
2059,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Catholic,St Francis Xavier School,Primary,145.1262,-38.1488,"Frankston, Frankston South"
2060,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Catholic,St John's School,Primary,145.1481,-38.14582,"Frankston, Frankston South"
2061,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Catholic,John Paul College,Secondary,145.13887,-38.13557,"Frankston, Frankston South"
2062,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Catholic,St Augustine's School,Primary,145.14587,-38.17205,"Frankston, Frankston South"
2063,Southeastern municipalities and their suburbs,City of Frankston,Outer,3199,Independent,Brotherhood of St Laurence|David Scott School,Special,145.11925,-38.14825,"Frankston, Frankston South"
2064,Southeastern municipalities and their suburbs,City of Frankston,Outer,3200,Government,Mahogany Rise Primary School,Primary,145.1574,-38.12562,Frankston North
2065,Southeastern municipalities and their suburbs,City of Frankston,Outer,3200,Government,Aldercourt Primary School,Primary,145.16162,-38.11662,Frankston North
2066,Southeastern municipalities and their suburbs,City of Frankston,Outer,3200,Government,Monterey Secondary College,Secondary,145.14772,-38.12612,Frankston North
2067,Southeastern municipalities and their suburbs,City of Frankston,Outer,3910,Government,Langwarrin Primary School,Primary,145.18985,-38.16039,Langwarrin
2068,Southeastern municipalities and their suburbs,City of Frankston,Outer,3910,Government,Langwarrin Park Primary School,Primary,145.2025,-38.15092,Langwarrin
2069,Southeastern municipalities and their suburbs,City of Frankston,Outer,3910,Government,Woodlands Primary School,Primary,145.20502,-38.13568,Langwarrin
2070,Southeastern municipalities and their suburbs,City of Frankston,Outer,3910,Government,Elisabeth Murdoch College,Secondary,145.19018,-38.15929,Langwarrin
